effect	side	block_end_year	raw_block_total	scale	running_total	target
literacy	benefit	1450	0.14	0.05	0.1287	0.0899
literacy	benefit	1500	0.12	0.05	0.1347	0.1002
literacy	benefit	1550	0.1	0.05	0.1397	0.11
literacy	benefit	1600	0.02	0.05	0.1407	0.1198
literacy	benefit	1650	0.165	0.05	0.1489	0.135
literacy	benefit	1700	0.14	0.05	0.1559	0.1501
literacy	benefit	1750	0.14	0.137	0.1751	0.1751
literacy	benefit	1800	0.06	0.417	0.2001	0.2001
literacy	benefit	1850	0.06	0.289	0.2174	0.2174
literacy	benefit	1900	0.47	0.05	0.2409	0.2347
literacy	benefit	1950	0.26	0.05	0.2539	0.2521
literacy	benefit	2000	0.1	0.154	0.2694	0.2694
literacy	benefit	2050	0.17	0.102	0.2867	0.2867
literacy	benefit	2100	0.06	0.289	0.304	0.304
literacy	benefit	2150	0.1	0.408	0.3448	0.3448
literacy	benefit	2200	0.04	1.0	0.3848	0.3857
literacy	benefit	2250	0.05	0.833	0.4265	0.4265
literacy	benefit	2300	0.07	0.583	0.4673	0.4673
literacy	benefit	2350	0.04	1.0	0.5073	0.5082
literacy	benefit	2400	0.06	0.694	0.549	0.549
literacy	benefit	2450	0.14	0.455	0.6127	0.6127
literacy	benefit	2500	0.215	0.296	0.6764	0.6764
literacy	benefit	2550	0.09	0.926	0.7597	0.7597
literacy	benefit	2600	0.36	0.231	0.843	0.843
literacy	benefit	2650	0.05	0.98	0.892	0.892
literacy	benefit	2700	0.05	0.98	0.941	0.941
literacy	benefit	2750	0.02	0.735	0.9557	0.9557
literacy	benefit	2800	0.175	0.084	0.9704	0.9704
literacy	benefit	2850	0.05	0.098	0.9753	0.9753
literacy	benefit	2950	0.02	0.49	0.9851	0.9851
literacy	benefit	3000	0.02	0.245	0.99	0.99
logistics_endurance	benefit	50	0.085	1.0	0.085	0.105
logistics_endurance	benefit	100	0.02	1.0	0.105	0.126
logistics_endurance	benefit	200	0.0594	1.0	0.1644	0.1645
logistics_endurance	benefit	250	0.0192	1.0	0.1836	0.1837
logistics_endurance	benefit	300	0.0191	1.0	0.2027	0.203
logistics_endurance	benefit	400	0.04	1.0	0.2427	0.2497
logistics_endurance	benefit	450	0.03	1.0	0.2727	0.273
logistics_endurance	benefit	500	0.0257	1.0	0.2984	0.2987
logistics_endurance	benefit	550	0.0257	1.0	0.3241	0.3243
logistics_endurance	benefit	600	0.0086	1.0	0.3327	0.35
logistics_endurance	benefit	650	0.0231	0.9	0.3535	0.3535
logistics_endurance	benefit	750	0.0288	0.243	0.3605	0.3605
logistics_endurance	benefit	800	0.02	0.175	0.364	0.364
logistics_endurance	benefit	850	0.0112	0.313	0.3675	0.3675
logistics_endurance	benefit	900	0.004	0.875	0.371	0.371
logistics_endurance	benefit	950	0.0034	1.0	0.3744	0.3745
logistics_endurance	benefit	1000	0.0034	1.0	0.3778	0.378
logistics_endurance	benefit	1050	0.0208	0.178	0.3815	0.3815
logistics_endurance	benefit	1100	0.008	0.438	0.385	0.385
logistics_endurance	benefit	1150	0.01	0.35	0.3885	0.3885
logistics_endurance	benefit	1200	0.0034	1.0	0.3919	0.392
logistics_endurance	benefit	1250	0.0078	0.462	0.3955	0.3955
logistics_endurance	benefit	1300	0.0088	0.398	0.399	0.399
logistics_endurance	benefit	1350	0.0088	0.398	0.4025	0.4025
logistics_endurance	benefit	1400	0.0051	0.686	0.406	0.406
logistics_endurance	benefit	1450	0.0131	0.267	0.4095	0.4095
logistics_endurance	benefit	1500	0.0195	0.179	0.413	0.413
logistics_endurance	benefit	1550	0.0119	0.294	0.4165	0.4165
logistics_endurance	benefit	1650	0.0064	1.0	0.4229	0.4235
logistics_endurance	benefit	1700	0.0243	0.169	0.427	0.427
logistics_endurance	benefit	1750	0.0118	0.297	0.4305	0.4305
logistics_endurance	benefit	1850	0.005	1.0	0.4355	0.4387
logistics_endurance	benefit	1900	0.0238	0.329	0.4433	0.4433
logistics_endurance	benefit	1950	0.0186	0.251	0.448	0.448
logistics_endurance	benefit	2000	0.0232	0.201	0.4527	0.4527
logistics_endurance	benefit	2050	0.0075	0.622	0.4573	0.4573
logistics_endurance	benefit	2100	0.0165	0.283	0.462	0.462
logistics_endurance	benefit	2150	0.0148	0.315	0.4667	0.4667
logistics_endurance	benefit	2200	0.0073	0.639	0.4713	0.4713
logistics_endurance	benefit	2250	0.005	0.933	0.476	0.476
logistics_endurance	benefit	2300	0.0065	0.718	0.4807	0.4807
logistics_endurance	benefit	2350	0.022	0.212	0.4853	0.4853
logistics_endurance	benefit	2400	0.0218	0.214	0.49	0.49
logistics_endurance	benefit	2450	0.0087	1.0	0.4987	0.504
logistics_endurance	benefit	2500	0.0186	1.0	0.5173	0.518
logistics_endurance	benefit	2550	0.0175	0.94	0.5337	0.5337
logistics_endurance	benefit	2600	0.0556	0.283	0.5495	0.5495
logistics_endurance	cost	2600	0.001	1.0	0.001	0.2695
logistics_endurance	benefit	2650	0.0109	1.0	0.5604	0.567
logistics_endurance	cost	2650	0.002	1.0	0.003	0.2721
logistics_endurance	benefit	2700	0.0127	1.0	0.5731	0.5845
logistics_endurance	benefit	2750	0.0221	1.0	0.5952	0.6038
logistics_endurance	benefit	2800	0.018	1.0	0.6132	0.623
logistics_endurance	benefit	2850	0.0235	1.0	0.6367	0.644
logistics_endurance	benefit	2900	0.0047	1.0	0.6414	0.665
logistics_endurance	cost	2900	0.0109	1.0	0.0139	0.2887
logistics_endurance	benefit	3000	0.0078	1.0	0.6492	0.7
maternal_safety	benefit	50	0.11	1.0	0.11	0.11
maternal_safety	cost	50	0.004	1.0	0.004	0.0321
maternal_safety	benefit	100	0.0133	1.0	0.1233	0.1232
maternal_safety	benefit	150	0.011	1.0	0.1343	0.1342
maternal_safety	benefit	200	0.011	1.0	0.1453	0.1452
maternal_safety	benefit	250	0.0099	1.0	0.1552	0.1551
maternal_safety	benefit	300	0.0098	1.0	0.165	0.165
maternal_safety	benefit	400	0.0191	1.0	0.1841	0.1841
maternal_safety	benefit	450	0.0095	1.0	0.1936	0.1936
maternal_safety	benefit	500	0.0088	1.0	0.2024	0.2024
maternal_safety	benefit	550	0.0088	1.0	0.2112	0.2112
maternal_safety	benefit	600	0.0088	1.0	0.22	0.22
maternal_safety	cost	650	0.002	1.0	0.006	0.0556
maternal_safety	benefit	700	0.0022	1.0	0.2222	0.2272
maternal_safety	benefit	750	0.0045	1.0	0.2267	0.2308
maternal_safety	benefit	800	0.0021	1.0	0.2288	0.2343
maternal_safety	benefit	850	0.0021	1.0	0.2309	0.2379
maternal_safety	benefit	900	0.0237	0.447	0.2415	0.2415
maternal_safety	benefit	950	0.0165	0.217	0.2451	0.2451
maternal_safety	benefit	1000	0.0034	1.0	0.2485	0.2487
maternal_safety	benefit	1050	0.0032	1.0	0.2517	0.2522
maternal_safety	benefit	1100	0.0016	1.0	0.2533	0.2558
maternal_safety	benefit	1150	0.0027	1.0	0.256	0.2594
maternal_safety	benefit	1200	0.0034	1.0	0.2594	0.263
maternal_safety	benefit	1300	0.0013	1.0	0.2607	0.2702
maternal_safety	benefit	1450	0.0038	1.0	0.2645	0.2809
maternal_safety	benefit	1600	0.02	1.0	0.2845	0.2917
maternal_safety	cost	1650	0.002	1.0	0.008	0.0665
maternal_safety	cost	1750	0.001	1.0	0.009	0.0675
maternal_safety	benefit	1800	0.0188	1.0	0.3033	0.306
maternal_safety	benefit	1900	0.0016	1.0	0.3049	0.3153
maternal_safety	benefit	1950	0.0083	1.0	0.3132	0.32
maternal_safety	benefit	2000	0.0016	1.0	0.3148	0.3246
maternal_safety	benefit	2050	0.0049	1.0	0.3197	0.3293
maternal_safety	benefit	2100	0.0147	0.971	0.334	0.334
maternal_safety	benefit	2200	0.0049	1.0	0.3389	0.3433
maternal_safety	benefit	2250	0.0033	1.0	0.3422	0.3479
maternal_safety	benefit	2300	0.028	0.373	0.3526	0.3526
maternal_safety	benefit	2350	0.0165	0.282	0.3572	0.3572
maternal_safety	benefit	2400	0.0115	0.405	0.3619	0.3619
maternal_safety	benefit	2450	0.002	1.0	0.3639	0.377
maternal_safety	benefit	2550	0.013	1.0	0.3769	0.4092
maternal_safety	benefit	2600	0.014	1.0	0.3909	0.4264
maternal_safety	benefit	2650	0.031	1.0	0.4219	0.4479
maternal_safety	benefit	2700	0.041	1.0	0.4629	0.4694
maternal_safety	benefit	2750	0.011	1.0	0.4739	0.4952
maternal_safety	benefit	2800	0.08	0.589	0.521	0.521
maternal_safety	benefit	2850	0.026	1.0	0.547	0.5533
maternal_safety	benefit	2900	0.023	1.0	0.57	0.5855
maternal_safety	benefit	2950	0.003	1.0	0.573	0.6178
maternal_safety	benefit	3000	0.002	1.0	0.575	0.65
metal_yield	benefit	50	0.03	1.0	0.03	0.135
metal_yield	benefit	100	0.07	1.0	0.1	0.162
metal_yield	benefit	150	0.05	1.0	0.15	0.1867
metal_yield	benefit	200	0.04	1.0	0.19	0.2115
metal_yield	benefit	300	0.02	1.0	0.21	0.261
metal_yield	benefit	350	0.03	1.0	0.24	0.291
metal_yield	benefit	450	0.06	1.0	0.3	0.351
metal_yield	benefit	500	0.03	1.0	0.33	0.384
metal_yield	benefit	550	0.087	1.0	0.417	0.417
metal_yield	benefit	600	0.0275	1.0	0.4445	0.45
metal_yield	benefit	650	0.0265	0.491	0.4575	0.4575
metal_yield	benefit	700	0.05	0.15	0.465	0.465
metal_yield	cost	700	0.0017	1.0	0.0017	0.2247
metal_yield	benefit	750	0.014	0.536	0.4725	0.4725
metal_yield	benefit	800	0.008	0.937	0.48	0.48
metal_yield	benefit	850	0.02	0.375	0.4875	0.4875
metal_yield	benefit	900	0.004	1.0	0.4915	0.495
metal_yield	benefit	950	0.004	1.0	0.4955	0.5025
metal_yield	benefit	1000	0.014	1.0	0.5095	0.51
metal_yield	benefit	1050	0.008	1.0	0.5175	0.5175
metal_yield	benefit	1100	0.011	0.682	0.525	0.525
metal_yield	benefit	1250	0.0055	1.0	0.5305	0.5475
metal_yield	benefit	1350	0.0068	1.0	0.5373	0.5625
metal_yield	benefit	1400	0.0041	1.0	0.5414	0.57
metal_yield	benefit	1450	0.0027	1.0	0.5441	0.5775
metal_yield	benefit	1500	0.0014	1.0	0.5455	0.585
metal_yield	benefit	1550	0.009	1.0	0.5545	0.5925
metal_yield	benefit	1600	0.0095	1.0	0.564	0.6
metal_yield	benefit	1650	0.0041	1.0	0.5681	0.6075
metal_yield	cost	1700	0.001	1.0	0.0027	0.268
metal_yield	benefit	1750	0.0234	1.0	0.5915	0.6225
metal_yield	benefit	1800	0.0504	0.764	0.63	0.63
metal_yield	benefit	1850	0.0117	0.855	0.64	0.64
metal_yield	benefit	1900	0.0065	1.0	0.6465	0.65
metal_yield	benefit	1950	0.0069	1.0	0.6534	0.66
metal_yield	benefit	2000	0.0291	0.57	0.67	0.67
metal_yield	benefit	2050	0.0104	0.962	0.68	0.68
metal_yield	benefit	2200	0.0065	1.0	0.6865	0.71
metal_yield	benefit	2250	0.0299	1.0	0.7164	0.72
metal_yield	benefit	2300	0.0195	0.697	0.73	0.73
metal_yield	benefit	2350	0.0065	1.0	0.7365	0.74
metal_yield	benefit	2400	0.0331	0.408	0.75	0.75
metal_yield	benefit	2500	0.016	1.0	0.766	0.81
metal_yield	benefit	2550	0.008	1.0	0.774	0.8438
metal_yield	benefit	2600	0.052	1.0	0.826	0.8775
metal_yield	benefit	2650	0.028	1.0	0.854	0.915
metal_yield	cost	2650	0.001	1.0	0.0037	0.311
metal_yield	benefit	2700	0.058	1.0	0.912	0.9525
metal_yield	benefit	2750	0.028	1.0	0.94	0.9938
metal_yield	benefit	2800	0.008	1.0	0.948	1.035
metal_yield	benefit	2850	0.034	1.0	0.982	1.08
metal_yield	benefit	2900	0.008	1.0	0.99	1.125
metal_yield	benefit	2950	0.002	1.0	0.992	1.1625
metal_yield	benefit	3000	0.012	1.0	1.004	1.2
mine_safety	benefit	50	0.03	1.0	0.03	0.12
mine_safety	benefit	400	0.04	1.0	0.07	0.2853
mine_safety	benefit	600	0.12	1.0	0.19	0.4
mine_safety	benefit	750	0.014	1.0	0.204	0.412
mine_safety	cost	850	0.004	1.0	0.004	0.2317
mine_safety	benefit	950	0.006	1.0	0.21	0.428
mine_safety	benefit	1000	0.0034	1.0	0.2134	0.432
mine_safety	benefit	1750	0.006	1.0	0.2194	0.492
mine_safety	cost	1750	0.002	1.0	0.006	0.27
mine_safety	benefit	1850	0.002	1.0	0.2214	0.5013
mine_safety	benefit	1950	0.006	1.0	0.2274	0.512
mine_safety	benefit	2000	0.003	1.0	0.2304	0.5173
mine_safety	cost	2100	0.002	1.0	0.008	0.284
mine_safety	benefit	2250	0.006	1.0	0.2364	0.544
mine_safety	benefit	2300	0.002	1.0	0.2384	0.5493
mine_safety	benefit	2350	0.002	1.0	0.2404	0.5547
mine_safety	benefit	2450	0.002	1.0	0.2424	0.576
mine_safety	benefit	2550	0.004	1.0	0.2464	0.61
mining_output	benefit	750	0.013	1.0	0.013	0.412
mining_output	benefit	850	0.008	1.0	0.021	0.42
mining_output	benefit	950	0.008	1.0	0.029	0.428
mining_output	benefit	1300	0.003	1.0	0.032	0.456
mining_output	benefit	1600	0.003	1.0	0.035	0.48
mining_output	benefit	1700	0.005	1.0	0.04	0.488
mining_output	benefit	1750	0.013	1.0	0.053	0.492
mining_output	benefit	1850	0.003	1.0	0.056	0.5013
mining_output	benefit	1900	0.006	1.0	0.062	0.5067
mining_output	benefit	1950	0.006	1.0	0.068	0.512
mining_output	benefit	2000	0.017	1.0	0.085	0.5173
mining_output	benefit	2100	0.01	1.0	0.095	0.528
mining_output	benefit	2200	0.008	1.0	0.103	0.5387
mining_output	benefit	2250	0.01	1.0	0.113	0.544
mining_output	cost	2250	0.001	1.0	0.001	0.2537
mining_output	benefit	2300	0.002	1.0	0.115	0.5493
mining_output	benefit	2350	0.009	1.0	0.124	0.5547
mining_output	benefit	2400	0.003	1.0	0.127	0.56
mining_output	benefit	2450	0.004	1.0	0.131	0.576
mining_output	benefit	2500	0.003	1.0	0.134	0.592
mining_output	benefit	2550	0.003	1.0	0.137	0.61
mining_output	benefit	2600	0.006	1.0	0.143	0.628
mining_output	benefit	2850	0.004	1.0	0.147	0.736
mobile_shelter	benefit	50	0.13	1.0	0.13	0.3019
mobile_shelter	benefit	100	0.006	1.0	0.136	0.3062
mobile_shelter	benefit	150	0.02	1.0	0.156	0.3106
mobile_shelter	benefit	400	0.02	1.0	0.176	0.3325
mobile_shelter	benefit	2800	0.004	1.0	0.18	0.595
modern_survival	benefit	2300	0.2	0.08	0.0161	0.0161
modern_survival	benefit	2350	0.245	0.05	0.0283	0.0165
modern_survival	benefit	2400	0.28	0.05	0.0423	0.017
modern_survival	benefit	2450	0.275	0.05	0.0561	0.034
modern_survival	benefit	2500	0.135	0.05	0.0628	0.051
modern_survival	benefit	2550	0.425	0.052	0.085	0.085
modern_survival	benefit	2600	0.365	0.093	0.119	0.119
modern_survival	benefit	2650	0.56	0.121	0.187	0.187
modern_survival	benefit	2700	0.78	0.087	0.255	0.255
modern_survival	benefit	2750	0.1	1.0	0.355	0.3613
modern_survival	benefit	2800	0.495	0.227	0.4675	0.4675
modern_survival	benefit	2850	0.59	0.18	0.5737	0.5737
modern_survival	benefit	2900	0.325	0.327	0.68	0.68
modern_survival	benefit	2950	0.175	0.486	0.765	0.765
modern_survival	benefit	3000	0.185	0.459	0.85	0.85
naval_capacity	benefit	100	0.06	1.0	0.06	0.126
naval_capacity	benefit	250	0.02	1.0	0.08	0.1837
naval_capacity	benefit	300	0.04	1.0	0.12	0.203
naval_capacity	benefit	350	0.1064	1.0	0.2264	0.2263
naval_capacity	benefit	400	0.0234	1.0	0.2498	0.2497
naval_capacity	benefit	450	0.0233	1.0	0.2731	0.273
naval_capacity	benefit	550	0.0514	1.0	0.3245	0.3243
naval_capacity	benefit	600	0.0257	1.0	0.3502	0.35
naval_capacity	benefit	650	0.0029	1.0	0.3531	0.3555
naval_capacity	benefit	700	0.0396	0.199	0.361	0.361
naval_capacity	benefit	750	0.031	0.177	0.3665	0.3665
naval_capacity	benefit	800	0.0159	0.346	0.372	0.372
naval_capacity	benefit	850	0.0144	0.382	0.3775	0.3775
naval_capacity	benefit	900	0.0151	0.364	0.383	0.383
naval_capacity	benefit	950	0.0176	0.312	0.3885	0.3885
naval_capacity	benefit	1000	0.0178	0.309	0.394	0.394
naval_capacity	benefit	1050	0.0273	0.201	0.3995	0.3995
naval_capacity	benefit	1100	0.004	1.0	0.4035	0.405
naval_capacity	benefit	1200	0.0096	1.0	0.4131	0.416
naval_capacity	benefit	1250	0.0044	1.0	0.4175	0.4215
naval_capacity	benefit	1300	0.0141	0.674	0.427	0.427
naval_capacity	benefit	1350	0.0234	0.235	0.4325	0.4325
naval_capacity	benefit	1400	0.0353	0.156	0.438	0.438
naval_capacity	benefit	1450	0.0099	0.556	0.4435	0.4435
naval_capacity	benefit	1500	0.0065	0.846	0.449	0.449
naval_capacity	benefit	1550	0.0278	0.198	0.4545	0.4545
naval_capacity	benefit	1600	0.022	0.25	0.46	0.46
naval_capacity	benefit	1650	0.0076	0.724	0.4655	0.4655
naval_capacity	benefit	1700	0.0435	0.126	0.471	0.471
naval_capacity	benefit	1750	0.024	0.229	0.4765	0.4765
naval_capacity	benefit	1800	0.0143	0.385	0.482	0.482
naval_capacity	benefit	1850	0.0116	0.632	0.4893	0.4893
naval_capacity	benefit	1900	0.0792	0.093	0.4967	0.4967
naval_capacity	benefit	1950	0.0416	0.176	0.504	0.504
naval_capacity	benefit	2000	0.0518	0.142	0.5113	0.5113
naval_capacity	benefit	2050	0.0193	0.38	0.5187	0.5187
naval_capacity	benefit	2100	0.0145	0.506	0.526	0.526
naval_capacity	benefit	2150	0.0198	0.37	0.5333	0.5333
naval_capacity	benefit	2200	0.021	0.349	0.5407	0.5407
naval_capacity	benefit	2250	0.021	0.349	0.548	0.548
naval_capacity	benefit	2300	0.0088	0.833	0.5553	0.5553
naval_capacity	cost	2300	0.002	1.0	0.002	0.219
naval_capacity	benefit	2350	0.0266	0.276	0.5627	0.5627
naval_capacity	benefit	2400	0.022	0.333	0.57	0.57
naval_capacity	benefit	2450	0.0076	1.0	0.5776	0.592
naval_capacity	benefit	2500	0.0174	1.0	0.595	0.614
naval_capacity	benefit	2550	0.0413	1.0	0.6363	0.6387
naval_capacity	benefit	2600	0.0457	0.595	0.6635	0.6635
naval_capacity	benefit	2650	0.0157	1.0	0.6792	0.691
naval_capacity	benefit	2700	0.0484	0.812	0.7185	0.7185
naval_capacity	benefit	2750	0.0257	1.0	0.7442	0.7488
naval_capacity	cost	2750	0.0032	1.0	0.0052	0.2377
naval_capacity	benefit	2800	0.0134	1.0	0.7576	0.779
naval_capacity	benefit	2850	0.0158	1.0	0.7734	0.812
naval_capacity	benefit	2950	0.003	1.0	0.7764	0.8725
neonatal_survival	benefit	50	0.1099	1.0	0.1099	0.11
neonatal_survival	benefit	100	0.0133	1.0	0.1232	0.1232
neonatal_survival	benefit	150	0.0112	1.0	0.1344	0.1342
neonatal_survival	benefit	200	0.011	1.0	0.1454	0.1452
neonatal_survival	benefit	250	0.01	1.0	0.1554	0.1551
neonatal_survival	benefit	300	0.0099	1.0	0.1653	0.165
neonatal_survival	benefit	400	0.0191	1.0	0.1844	0.1841
neonatal_survival	benefit	450	0.0095	1.0	0.1939	0.1936
neonatal_survival	benefit	500	0.0088	1.0	0.2027	0.2024
neonatal_survival	benefit	550	0.0088	1.0	0.2115	0.2112
neonatal_survival	benefit	600	0.0089	1.0	0.2204	0.22
neonatal_survival	benefit	650	0.0033	0.965	0.2236	0.2236
neonatal_survival	benefit	700	0.0011	1.0	0.2247	0.2272
neonatal_survival	benefit	750	0.0038	1.0	0.2285	0.2308
neonatal_survival	benefit	800	0.0022	1.0	0.2307	0.2343
neonatal_survival	benefit	850	0.0022	1.0	0.2329	0.2379
neonatal_survival	benefit	900	0.0173	0.498	0.2415	0.2415
neonatal_survival	benefit	950	0.0137	0.262	0.2451	0.2451
neonatal_survival	benefit	1000	0.0022	1.0	0.2473	0.2487
neonatal_survival	benefit	1050	0.0033	1.0	0.2506	0.2522
neonatal_survival	benefit	1100	0.0092	0.571	0.2558	0.2558
neonatal_survival	benefit	1150	0.0032	1.0	0.259	0.2594
neonatal_survival	benefit	1200	0.0035	1.0	0.2625	0.263
neonatal_survival	benefit	1250	0.007	0.579	0.2666	0.2666
neonatal_survival	benefit	1350	0.003	1.0	0.2696	0.2737
neonatal_survival	benefit	1400	0.002	1.0	0.2716	0.2773
neonatal_survival	benefit	1450	0.008	1.0	0.2796	0.2809
neonatal_survival	benefit	1500	0.009	0.546	0.2845	0.2845
neonatal_survival	benefit	1600	0.005	1.0	0.2895	0.2917
neonatal_survival	benefit	1650	0.002	1.0	0.2915	0.2953
neonatal_survival	benefit	1700	0.005	1.0	0.2965	0.2988
neonatal_survival	benefit	1750	0.002	1.0	0.2985	0.3024
neonatal_survival	cost	1750	0.003	1.0	0.003	0.0675
neonatal_survival	benefit	1800	0.009	0.833	0.306	0.306
neonatal_survival	benefit	1900	0.0114	0.817	0.3153	0.3153
neonatal_survival	benefit	1950	0.0023	1.0	0.3176	0.32
neonatal_survival	benefit	2000	0.0023	1.0	0.3199	0.3246
neonatal_survival	benefit	2050	0.0069	1.0	0.3268	0.3293
neonatal_survival	benefit	2100	0.0045	1.0	0.3313	0.334
neonatal_survival	cost	2150	0.004	1.0	0.007	0.0715
neonatal_survival	benefit	2200	0.0011	1.0	0.3324	0.3433
neonatal_survival	benefit	2250	0.0057	1.0	0.3381	0.3479
neonatal_survival	benefit	2300	0.0161	0.899	0.3526	0.3526
neonatal_survival	benefit	2350	0.0367	0.127	0.3572	0.3572
neonatal_survival	cost	2350	0.001	1.0	0.008	0.0735
neonatal_survival	benefit	2400	0.0241	0.193	0.3619	0.3619
neonatal_survival	benefit	2450	0.006	1.0	0.3679	0.377
neonatal_survival	benefit	2500	0.002	1.0	0.3699	0.392
neonatal_survival	benefit	2550	0.012	1.0	0.3819	0.4092
neonatal_survival	cost	2550	0.001	1.0	0.009	0.0762
neonatal_survival	benefit	2600	0.012	1.0	0.3939	0.4264
neonatal_survival	cost	2600	0.004	1.0	0.013	0.077
neonatal_survival	benefit	2650	0.03	1.0	0.4239	0.4479
neonatal_survival	benefit	2700	0.065	0.7	0.4694	0.4694
neonatal_survival	benefit	2750	0.012	1.0	0.4814	0.4952
neonatal_survival	benefit	2800	0.025	1.0	0.5064	0.521
neonatal_survival	benefit	2850	0.052	0.901	0.5533	0.5533
neonatal_survival	benefit	2900	0.024	1.0	0.5773	0.5855
neonatal_survival	cost	2900	0.002	1.0	0.015	0.0825
neonatal_survival	benefit	2950	0.017	1.0	0.5943	0.6178
neonatal_survival	benefit	3000	0.006	1.0	0.6003	0.65
nutrition_quality	benefit	50	0.1249	1.0	0.1249	0.125
nutrition_quality	benefit	100	0.015	1.0	0.1399	0.14
nutrition_quality	benefit	150	0.0126	1.0	0.1525	0.1525
nutrition_quality	benefit	200	0.0125	1.0	0.165	0.165
nutrition_quality	benefit	250	0.0112	1.0	0.1762	0.1763
nutrition_quality	benefit	350	0.015	1.0	0.1912	0.1983
nutrition_quality	benefit	400	0.0179	1.0	0.2091	0.2092
nutrition_quality	benefit	500	0.015	1.0	0.2241	0.23
nutrition_quality	benefit	550	0.01	1.0	0.2341	0.24
nutrition_quality	benefit	650	0.0108	1.0	0.2449	0.2517
nutrition_quality	benefit	700	0.0036	1.0	0.2485	0.2533
nutrition_quality	benefit	750	0.0104	0.625	0.255	0.255
nutrition_quality	benefit	800	0.0056	0.298	0.2567	0.2567
nutrition_quality	benefit	850	0.0036	0.463	0.2583	0.2583
nutrition_quality	benefit	900	0.0045	0.37	0.26	0.26
nutrition_quality	benefit	950	0.0036	0.463	0.2617	0.2617
nutrition_quality	benefit	1000	0.0031	0.538	0.2633	0.2633
nutrition_quality	benefit	1050	0.0062	0.269	0.265	0.265
nutrition_quality	benefit	1100	0.0072	0.231	0.2667	0.2667
nutrition_quality	benefit	1150	0.0016	1.0	0.2683	0.2683
nutrition_quality	benefit	1200	0.0035	0.495	0.27	0.27
nutrition_quality	benefit	1250	0.01	0.167	0.2717	0.2717
nutrition_quality	benefit	1300	0.009	0.185	0.2733	0.2733
nutrition_quality	benefit	1350	0.004	0.417	0.275	0.275
nutrition_quality	benefit	1450	0.011	0.303	0.2783	0.2783
nutrition_quality	benefit	1500	0.01	0.167	0.28	0.28
nutrition_quality	benefit	1550	0.004	0.417	0.2817	0.2817
nutrition_quality	benefit	1600	0.003	0.556	0.2833	0.2833
nutrition_quality	cost	1600	0.001	1.0	0.001	0.198
nutrition_quality	benefit	1650	0.003	0.556	0.285	0.285
nutrition_quality	cost	1650	0.001	1.0	0.002	0.1995
nutrition_quality	benefit	1700	0.008	0.208	0.2867	0.2867
nutrition_quality	benefit	1750	0.008	0.208	0.2883	0.2883
nutrition_quality	cost	1750	0.005	1.0	0.007	0.2025
nutrition_quality	benefit	1800	0.011	0.152	0.29	0.29
nutrition_quality	benefit	1850	0.009	0.241	0.2922	0.2922
nutrition_quality	benefit	1900	0.007	0.31	0.2943	0.2943
nutrition_quality	benefit	1950	0.014	0.155	0.2965	0.2965
nutrition_quality	benefit	2000	0.005	0.433	0.2987	0.2987
nutrition_quality	cost	2000	0.002	1.0	0.009	0.21
nutrition_quality	benefit	2050	0.01	0.217	0.3008	0.3008
nutrition_quality	benefit	2100	0.007	0.31	0.303	0.303
nutrition_quality	benefit	2150	0.005	0.433	0.3052	0.3052
nutrition_quality	benefit	2200	0.007	0.31	0.3073	0.3073
nutrition_quality	benefit	2250	0.004	0.542	0.3095	0.3095
nutrition_quality	benefit	2300	0.006	0.361	0.3117	0.3117
nutrition_quality	cost	2300	0.002	1.0	0.011	0.219
nutrition_quality	benefit	2350	0.013	0.167	0.3138	0.3138
nutrition_quality	cost	2350	0.004	1.0	0.015	0.2205
nutrition_quality	benefit	2400	0.007	0.31	0.316	0.316
nutrition_quality	benefit	2450	0.0025	1.0	0.3185	0.323
nutrition_quality	cost	2450	0.001	1.0	0.016	0.2243
nutrition_quality	benefit	2500	0.0075	1.0	0.326	0.33
nutrition_quality	benefit	2550	0.0118	1.0	0.3378	0.338
nutrition_quality	cost	2550	0.001	1.0	0.017	0.2287
nutrition_quality	benefit	2600	0.005	1.0	0.3428	0.346
nutrition_quality	cost	2600	0.005	1.0	0.022	0.231
